anatomy_id	upheno_id
FBbt:00001761	UPHENO:8000735
FBbt:00001762	UPHENO:8000736
FBbt:00001764	UPHENO:8000737
FBbt:00001766	UPHENO:8000738
FBbt:00001767	UPHENO:8000739
FBbt:00001768	UPHENO:8000740
FBbt:00001769	UPHENO:8000741
FBbt:00001770	UPHENO:8000742
FBbt:00001771	UPHENO:8000743
FBbt:00001773	UPHENO:8000744
FBbt:00001777	UPHENO:8000745
FBbt:00001778	UPHENO:8000746
FBbt:00001779	UPHENO:8000747
FBbt:00001780	UPHENO:8000748
FBbt:00001781	UPHENO:8000749
FBbt:00001782	UPHENO:8000750
FBbt:00001783	UPHENO:8000751
FBbt:00001784	UPHENO:8000752
FBbt:00001787	UPHENO:8000753
FBbt:00001788	UPHENO:8000754
FBbt:00001789	UPHENO:8000755
FBbt:00001790	UPHENO:8000756
FBbt:00001794	UPHENO:8000757
FBbt:00001796	UPHENO:8000758
FBbt:00001798	UPHENO:8000759
FBbt:00001800	UPHENO:8000760
FBbt:00001802	UPHENO:8000761
FBbt:00001804	UPHENO:8000762
FBbt:00001806	UPHENO:8000763
FBbt:00001810	UPHENO:8000764
FBbt:00001811	UPHENO:8000765
FBbt:00001812	UPHENO:8000766
FBbt:00001813	UPHENO:8000767
FBbt:00001814	UPHENO:8000768
FBbt:00001815	UPHENO:8000769
FBbt:00001816	UPHENO:8000770
FBbt:00001819	UPHENO:8000771
FBbt:00001820	UPHENO:8000772
FBbt:00001821	UPHENO:8000773
FBbt:00001822	UPHENO:8000774
FBbt:00001823	UPHENO:8000775
FBbt:00001824	UPHENO:8000776
FBbt:00001825	UPHENO:8000777
FBbt:00001827	UPHENO:8000778
FBbt:00001828	UPHENO:8000779
FBbt:00001829	UPHENO:8000780
FBbt:00001830	UPHENO:8000781
FBbt:00001831	UPHENO:8000782
FBbt:00001832	UPHENO:8000783
FBbt:00001833	UPHENO:8000784
FBbt:00001834	UPHENO:8000785
FBbt:00001835	UPHENO:8000786
FBbt:00001836	UPHENO:8000787
FBbt:00001837	UPHENO:8000788
FBbt:00001840	UPHENO:8000789
FBbt:00001842	UPHENO:8000790
FBbt:00001843	UPHENO:8000791
FBbt:00001845	UPHENO:8000792
FBbt:00001846	UPHENO:8000793
FBbt:00001847	UPHENO:8000794
FBbt:00001848	UPHENO:8000795
FBbt:00001849	UPHENO:8000796
FBbt:00001851	UPHENO:8000797
FBbt:00001854	UPHENO:8000798
FBbt:00001855	UPHENO:8000799
FBbt:00001860	UPHENO:8000800
FBbt:00001861	UPHENO:8000801
FBbt:00001862	UPHENO:8000802
FBbt:00001863	UPHENO:8000803
FBbt:00001864	UPHENO:8000804
FBbt:00001866	UPHENO:8000805
FBbt:00001867	UPHENO:8000806
FBbt:00001870	UPHENO:8000807
FBbt:00001871	UPHENO:8000808
FBbt:00001875	UPHENO:8000809
FBbt:00001878	UPHENO:8000810
FBbt:00001880	UPHENO:8000811
FBbt:00001881	UPHENO:8000812
FBbt:00001882	UPHENO:8000813
FBbt:00001883	UPHENO:8000814
FBbt:00001884	UPHENO:8000815
FBbt:00001885	UPHENO:8000816
FBbt:00001886	UPHENO:8000817
FBbt:00001887	UPHENO:8000818
FBbt:00001888	UPHENO:8000819
FBbt:00001891	UPHENO:8000820
FBbt:00001893	UPHENO:8000821
FBbt:00001894	UPHENO:8000822
FBbt:00001895	UPHENO:8000823
FBbt:00001896	UPHENO:8000824
FBbt:00001897	UPHENO:8000825
FBbt:00001898	UPHENO:8000826
FBbt:00001903	UPHENO:8000827
FBbt:00001906	UPHENO:8000828
FBbt:00001907	UPHENO:8000829
FBbt:00001909	UPHENO:8000830
FBbt:00001911	UPHENO:8000831
FBbt:00001913	UPHENO:8000832
FBbt:00001919	UPHENO:8000833
FBbt:00001920	UPHENO:8000834
FBbt:00001922	UPHENO:8000835
FBbt:00001924	UPHENO:8000836
FBbt:00001925	UPHENO:8000837
FBbt:00001927	UPHENO:8000838
FBbt:00001929	UPHENO:8000839
FBbt:00001930	UPHENO:8000840
FBbt:00001931	UPHENO:8000841
FBbt:00001933	UPHENO:8000842
FBbt:00001935	UPHENO:8000843
FBbt:00001939	UPHENO:8000844
FBbt:00001942	UPHENO:8000845
FBbt:00001943	UPHENO:8000846
FBbt:00001948	UPHENO:8000847
FBbt:00001951	UPHENO:8000848
FBbt:00001956	UPHENO:8000849
FBbt:00001957	UPHENO:8000850
FBbt:00001962	UPHENO:8000851
FBbt:00001966	UPHENO:8000852
FBbt:00001967	UPHENO:8000853
FBbt:00001972	UPHENO:8000854
FBbt:00001981	UPHENO:8000855
FBbt:00001983	UPHENO:8000856
FBbt:00001984	UPHENO:8000857
FBbt:00001985	UPHENO:8000858
FBbt:00001987	UPHENO:8000859
FBbt:00001996	UPHENO:8000860
FBbt:00001997	UPHENO:8000861
FBbt:00001998	UPHENO:8000862
FBbt:00002001	UPHENO:8000863
FBbt:00002002	UPHENO:8000864
FBbt:00002006	UPHENO:8000865
FBbt:00002010	UPHENO:8000866
FBbt:00002012	UPHENO:8000867
FBbt:00002018	UPHENO:8000868
FBbt:00002019	UPHENO:8000869
FBbt:00002024	UPHENO:8000870
FBbt:00002025	UPHENO:8000871
FBbt:00002026	UPHENO:8000872
FBbt:00002027	UPHENO:8000873
FBbt:00002028	UPHENO:8000874
FBbt:00002029	UPHENO:8000875
FBbt:00002031	UPHENO:8000876
FBbt:00002032	UPHENO:8000877
FBbt:00002037	UPHENO:8000878
FBbt:00002038	UPHENO:8000879
FBbt:00002054	UPHENO:8000880
FBbt:00002055	UPHENO:8000881
FBbt:00002056	UPHENO:8000882
FBbt:00002057	UPHENO:8000883
FBbt:00002058	UPHENO:8000884
FBbt:00002104	UPHENO:8000885
FBbt:00002114	UPHENO:8000886
FBbt:00002125	UPHENO:8000887
FBbt:00002132	UPHENO:8000888
FBbt:00002142	UPHENO:8000889
FBbt:00002152	UPHENO:8000890
FBbt:00002163	UPHENO:8000891
FBbt:00002170	UPHENO:8000892
FBbt:00002179	UPHENO:8000893
FBbt:00002181	UPHENO:8000894
FBbt:00002197	UPHENO:8000895
FBbt:00002198	UPHENO:8000896
FBbt:00002199	UPHENO:8000897
FBbt:00002200	UPHENO:8000898
FBbt:00002201	UPHENO:8000899
FBbt:00002208	UPHENO:8000900
FBbt:00002209	UPHENO:8000901
FBbt:00002210	UPHENO:8000902
FBbt:00002211	UPHENO:8000903
FBbt:00002212	UPHENO:8000904
FBbt:00002213	UPHENO:8000905
FBbt:00002214	UPHENO:8000906
FBbt:00002215	UPHENO:8000907
FBbt:00002216	UPHENO:8000908
FBbt:00002217	UPHENO:8000909
FBbt:00002223	UPHENO:8000910
FBbt:00002231	UPHENO:8000911
FBbt:00002240	UPHENO:8000912
FBbt:00002241	UPHENO:8000913
FBbt:00002242	UPHENO:8000914
FBbt:00002243	UPHENO:8000915
FBbt:00002244	UPHENO:8000916
FBbt:00002245	UPHENO:8000917
FBbt:00002246	UPHENO:8000918
FBbt:00002248	UPHENO:8000919
FBbt:00002249	UPHENO:8000920
FBbt:00002250	UPHENO:8000921
FBbt:00002251	UPHENO:8000922
FBbt:00002252	UPHENO:8000923
FBbt:00002253	UPHENO:8000924
FBbt:00002254	UPHENO:8000925
FBbt:00002256	UPHENO:8000926
FBbt:00002257	UPHENO:8000927
FBbt:00002258	UPHENO:8000928
FBbt:00002259	UPHENO:8000929
FBbt:00002260	UPHENO:8000930
FBbt:00002261	UPHENO:8000931
FBbt:00002262	UPHENO:8000932
FBbt:00002319	UPHENO:8000933
FBbt:00002337	UPHENO:8000934
FBbt:00002338	UPHENO:8000935
FBbt:00002345	UPHENO:8000936
FBbt:00002378	UPHENO:8000937
FBbt:00002379	UPHENO:8000938
FBbt:00002380	UPHENO:8000939
FBbt:00002381	UPHENO:8000940
FBbt:00002382	UPHENO:8000941
FBbt:00002383	UPHENO:8000942
FBbt:00002384	UPHENO:8000943
FBbt:00002386	UPHENO:8000944
FBbt:00002402	UPHENO:8000945
FBbt:00002403	UPHENO:8000946
FBbt:00002410	UPHENO:8000947
FBbt:00002418	UPHENO:8000948
FBbt:00002442	UPHENO:8000949
FBbt:00002443	UPHENO:8000950
FBbt:00002444	UPHENO:8000951
FBbt:00002445	UPHENO:8000952
FBbt:00002446	UPHENO:8000953
FBbt:00002447	UPHENO:8000954
FBbt:00002448	UPHENO:8000955
FBbt:00002449	UPHENO:8000956
FBbt:00002460	UPHENO:8000957
FBbt:00002468	UPHENO:8000958
FBbt:00002476	UPHENO:8000959
FBbt:00002484	UPHENO:8000960
FBbt:00002492	UPHENO:8000961
FBbt:00002500	UPHENO:8000962
FBbt:00002509	UPHENO:8000963
FBbt:00002510	UPHENO:8000964
FBbt:00002511	UPHENO:8000965
FBbt:00002512	UPHENO:8000966
FBbt:00002513	UPHENO:8000967
FBbt:00002514	UPHENO:8000968
FBbt:00002515	UPHENO:8000969
FBbt:00002516	UPHENO:8000970
FBbt:00002517	UPHENO:8000971
FBbt:00002525	UPHENO:8000972
FBbt:00002533	UPHENO:8000973
FBbt:00002577	UPHENO:8000974
FBbt:00002578	UPHENO:8000975
FBbt:00002579	UPHENO:8000976
FBbt:00002589	UPHENO:8000977
FBbt:00002628	UPHENO:8000978
FBbt:00002630	UPHENO:8000979
FBbt:00002631	UPHENO:8000980
FBbt:00002632	UPHENO:8000981
FBbt:00002635	UPHENO:8000982
FBbt:00002638	UPHENO:8000983
FBbt:00002639	UPHENO:8000984
FBbt:00002640	UPHENO:8000985
FBbt:00002644	UPHENO:8000986
FBbt:00002649	UPHENO:8000987
FBbt:00002651	UPHENO:8000988
FBbt:00002652	UPHENO:8000989
FBbt:00002654	UPHENO:8000990
FBbt:00002655	UPHENO:8000991
FBbt:00002679	UPHENO:8000992
FBbt:00002683	UPHENO:8000993
FBbt:00002684	UPHENO:8000994
FBbt:00002686	UPHENO:8000995
FBbt:00002687	UPHENO:8000996
FBbt:00002688	UPHENO:8000997
FBbt:00002690	UPHENO:8000998
FBbt:00002701	UPHENO:8000999
FBbt:00002702	UPHENO:8001000
FBbt:00002707	UPHENO:8001001
FBbt:00002718	UPHENO:8001002
FBbt:00002719	UPHENO:8001003
FBbt:00002720	UPHENO:8001004
FBbt:00002721	UPHENO:8001005
FBbt:00002739	UPHENO:8001006
FBbt:00002743	UPHENO:8001007
FBbt:00002744	UPHENO:8001008
FBbt:00002745	UPHENO:8001009
FBbt:00002746	UPHENO:8001010
FBbt:00002752	UPHENO:8001011
FBbt:00002753	UPHENO:8001012
FBbt:00002757	UPHENO:8001013
FBbt:00002762	UPHENO:8001014
FBbt:00002763	UPHENO:8001015
FBbt:00002764	UPHENO:8001016
FBbt:00002770	UPHENO:8001017
FBbt:00002771	UPHENO:8001018
FBbt:00002775	UPHENO:8001019
FBbt:00002779	UPHENO:8001020
FBbt:00002780	UPHENO:8001021
FBbt:00002781	UPHENO:8001022
FBbt:00002783	UPHENO:8001023
FBbt:00002824	UPHENO:8001024
FBbt:00002825	UPHENO:8001025
FBbt:00002826	UPHENO:8001026
FBbt:00002827	UPHENO:8001027
FBbt:00002828	UPHENO:8001028
FBbt:00002829	UPHENO:8001029
FBbt:00002830	UPHENO:8001030
FBbt:00002831	UPHENO:8001031
FBbt:00002832	UPHENO:8001032
FBbt:00002833	UPHENO:8001033
FBbt:00002834	UPHENO:8001034
FBbt:00002835	UPHENO:8001035
FBbt:00002836	UPHENO:8001036
FBbt:00002837	UPHENO:8001037
FBbt:00002838	UPHENO:8001038
FBbt:00002840	UPHENO:8001039
FBbt:00002841	UPHENO:8001040
FBbt:00002842	UPHENO:8001041
FBbt:00002843	UPHENO:8001042
FBbt:00002844	UPHENO:8001043
FBbt:00002845	UPHENO:8001044
FBbt:00002846	UPHENO:8001045
FBbt:00002848	UPHENO:8001046
FBbt:00002849	UPHENO:8001047
FBbt:00002850	UPHENO:8001048
FBbt:00002851	UPHENO:8001049
FBbt:00002852	UPHENO:8001050
FBbt:00002853	UPHENO:8001051
FBbt:00002854	UPHENO:8001052
FBbt:00002856	UPHENO:8001053
FBbt:00002857	UPHENO:8001054
FBbt:00002858	UPHENO:8001055
FBbt:00002859	UPHENO:8001056
FBbt:00002860	UPHENO:8001057
FBbt:00002861	UPHENO:8001058
FBbt:00002862	UPHENO:8001059
FBbt:00002887	UPHENO:8001060
FBbt:00002904	UPHENO:8001061
FBbt:00002905	UPHENO:8001062
FBbt:00002906	UPHENO:8001063
FBbt:00002907	UPHENO:8001064
FBbt:00002908	UPHENO:8001065
FBbt:00002909	UPHENO:8001066
FBbt:00002910	UPHENO:8001067
FBbt:00002911	UPHENO:8001068
FBbt:00002920	UPHENO:8001069
FBbt:00002921	UPHENO:8001070
FBbt:00002922	UPHENO:8001071
FBbt:00002923	UPHENO:8001072
FBbt:00002924	UPHENO:8001073
FBbt:00002925	UPHENO:8001074
FBbt:00002926	UPHENO:8001075
FBbt:00002927	UPHENO:8001076
FBbt:00002935	UPHENO:8001077
FBbt:00002941	UPHENO:8001078
FBbt:00002946	UPHENO:8001079
FBbt:00002951	UPHENO:8001080
FBbt:00002952	UPHENO:8001081
FBbt:00002953	UPHENO:8001082
FBbt:00002996	UPHENO:8001083
FBbt:00002997	UPHENO:8001084
FBbt:00003003	UPHENO:8001085
FBbt:00003004	UPHENO:8001086
FBbt:00003006	UPHENO:8001087
FBbt:00003007	UPHENO:8001088
FBbt:00003012	UPHENO:8001089
FBbt:00003017	UPHENO:8001090
FBbt:00003018	UPHENO:8001091
FBbt:00003019	UPHENO:8001092
FBbt:00003020	UPHENO:8001093
FBbt:00003021	UPHENO:8001094
FBbt:00003022	UPHENO:8001095
FBbt:00003023	UPHENO:8001096
FBbt:00003024	UPHENO:8001097
FBbt:00003025	UPHENO:8001098
FBbt:00003026	UPHENO:8001099
FBbt:00003027	UPHENO:8001100
FBbt:00003028	UPHENO:8001101
FBbt:00003029	UPHENO:8001102
FBbt:00003030	UPHENO:8001103
FBbt:00003031	UPHENO:8001104
FBbt:00003032	UPHENO:8001105
FBbt:00003033	UPHENO:8001106
FBbt:00003037	UPHENO:8001107
FBbt:00003051	UPHENO:8001108
FBbt:00003070	UPHENO:8001109
FBbt:00003083	UPHENO:8001110
FBbt:00003120	UPHENO:8001111
FBbt:00003125	UPHENO:8001112
FBbt:00003127	UPHENO:8001113
FBbt:00003133	UPHENO:8001114
FBbt:00003135	UPHENO:8001115
FBbt:00003138	UPHENO:8001116
FBbt:00003139	UPHENO:8001117
FBbt:00003140	UPHENO:8001118
FBbt:00003143	UPHENO:8001119
FBbt:00003144	UPHENO:8001120
FBbt:00003151	UPHENO:8001121
FBbt:00003152	UPHENO:8001122
FBbt:00003154	UPHENO:8001123
FBbt:00003156	UPHENO:8001124
FBbt:00003183	UPHENO:8001125
FBbt:00003184	UPHENO:8001126
FBbt:00003208	UPHENO:8001127
FBbt:00003209	UPHENO:8001128
FBbt:00003213	UPHENO:8001129
FBbt:00003215	UPHENO:8001130
FBbt:00003217	UPHENO:8001131
FBbt:00003218	UPHENO:8001132
FBbt:00003232	UPHENO:8001133
FBbt:00003233	UPHENO:8001134
FBbt:00003234	UPHENO:8001135
FBbt:00003235	UPHENO:8001136
FBbt:00003236	UPHENO:8001137
FBbt:00003237	UPHENO:8001138
FBbt:00003238	UPHENO:8001139
FBbt:00003239	UPHENO:8001140
FBbt:00003240	UPHENO:8001141
FBbt:00003241	UPHENO:8001142
FBbt:00003242	UPHENO:8001143
FBbt:00003243	UPHENO:8001144
FBbt:00003244	UPHENO:8001145
FBbt:00003245	UPHENO:8001146
FBbt:00003246	UPHENO:8001147
FBbt:00003247	UPHENO:8001148
FBbt:00003248	UPHENO:8001149
FBbt:00003249	UPHENO:8001150
FBbt:00003250	UPHENO:8001151
FBbt:00003251	UPHENO:8001152
FBbt:00003252	UPHENO:8001153
FBbt:00003253	UPHENO:8001154
FBbt:00003254	UPHENO:8001155
FBbt:00003255	UPHENO:8001156
FBbt:00003256	UPHENO:8001157
FBbt:00003257	UPHENO:8001158
FBbt:00003258	UPHENO:8001159
FBbt:00003259	UPHENO:8001160
FBbt:00003262	UPHENO:8001161
FBbt:00003284	UPHENO:8001162
FBbt:00003285	UPHENO:8001163
FBbt:00003305	UPHENO:8001164
FBbt:00003318	UPHENO:8001165
FBbt:00003329	UPHENO:8001166
FBbt:00003339	UPHENO:8001167
FBbt:00003360	UPHENO:8001168
FBbt:00003361	UPHENO:8001169
FBbt:00003362	UPHENO:8001170
FBbt:00003363	UPHENO:8001171
FBbt:00003364	UPHENO:8001172
FBbt:00003365	UPHENO:8001173
FBbt:00003366	UPHENO:8001174
FBbt:00003367	UPHENO:8001175
FBbt:00003368	UPHENO:8001176
FBbt:00003369	UPHENO:8001177
FBbt:00003370	UPHENO:8001178
FBbt:00003371	UPHENO:8001179
FBbt:00003372	UPHENO:8001180
FBbt:00003373	UPHENO:8001181
FBbt:00003374	UPHENO:8001182
FBbt:00003375	UPHENO:8001183
FBbt:00003376	UPHENO:8001184
FBbt:00003377	UPHENO:8001185
FBbt:00003378	UPHENO:8001186
FBbt:00003379	UPHENO:8001187
FBbt:00003385	UPHENO:8001188
FBbt:00003386	UPHENO:8001189
FBbt:00003388	UPHENO:8001190
FBbt:00003389	UPHENO:8001191
FBbt:00003404	UPHENO:8001192
FBbt:00003447	UPHENO:8001193
FBbt:00003448	UPHENO:8001194
FBbt:00003462	UPHENO:8001195
FBbt:00003479	UPHENO:8001196
FBbt:00003506	UPHENO:8001197
FBbt:00003524	UPHENO:8001198
FBbt:00003534	UPHENO:8001199
FBbt:00003535	UPHENO:8001200
FBbt:00003536	UPHENO:8001201
FBbt:00003543	UPHENO:8001202
FBbt:00003550	UPHENO:8001203
FBbt:00003553	UPHENO:8001204
FBbt:00003558	UPHENO:8001205
FBbt:00003559	UPHENO:8001206
FBbt:00003561	UPHENO:8001207
FBbt:00003584	UPHENO:8001208
FBbt:00003594	UPHENO:8001209
FBbt:00003596	UPHENO:8001210
FBbt:00003599	UPHENO:8001211
FBbt:00003600	UPHENO:8001212
FBbt:00003601	UPHENO:8001213
FBbt:00003602	UPHENO:8001214
FBbt:00003603	UPHENO:8001215
FBbt:00003611	UPHENO:8001216
FBbt:00003612	UPHENO:8001217
FBbt:00003613	UPHENO:8001218
FBbt:00003614	UPHENO:8001219
FBbt:00003615	UPHENO:8001220
FBbt:00003623	UPHENO:8001221
FBbt:00003624	UPHENO:8001222
FBbt:00003626	UPHENO:8001223
FBbt:00003627	UPHENO:8001224
FBbt:00003629	UPHENO:8001225
FBbt:00003632	UPHENO:8001226
FBbt:00003649	UPHENO:8001227
FBbt:00003653	UPHENO:8001228
FBbt:00003664	UPHENO:8001229
FBbt:00003668	UPHENO:8001230
FBbt:00003669	UPHENO:8001231
FBbt:00003678	UPHENO:8001232
FBbt:00003679	UPHENO:8001233
FBbt:00003680	UPHENO:8001234
FBbt:00003684	UPHENO:8001235
FBbt:00003685	UPHENO:8001236
FBbt:00003686	UPHENO:8001237
FBbt:00003687	UPHENO:8001238
FBbt:00003688	UPHENO:8001239
FBbt:00003698	UPHENO:8001240
FBbt:00003699	UPHENO:8001241
FBbt:00003700	UPHENO:8001242
FBbt:00003701	UPHENO:8001243
FBbt:00003702	UPHENO:8001244
FBbt:00003708	UPHENO:8001245
FBbt:00003718	UPHENO:8001246
FBbt:00003719	UPHENO:8001247
FBbt:00003720	UPHENO:8001248
FBbt:00003721	UPHENO:8001249
FBbt:00003722	UPHENO:8001250
FBbt:00003725	UPHENO:8001251
FBbt:00003726	UPHENO:8001252
FBbt:00003731	UPHENO:8001253
FBbt:00003736	UPHENO:8001254
FBbt:00003741	UPHENO:8001255
FBbt:00003745	UPHENO:8001256
FBbt:00003746	UPHENO:8001257
FBbt:00003747	UPHENO:8001258
FBbt:00003748	UPHENO:8001259
FBbt:00003749	UPHENO:8001260
FBbt:00003750	UPHENO:8001261
FBbt:00003751	UPHENO:8001262
FBbt:00003752	UPHENO:8001263
FBbt:00003754	UPHENO:8001264
FBbt:00003755	UPHENO:8001265
FBbt:00003756	UPHENO:8001266
FBbt:00003757	UPHENO:8001267
FBbt:00003758	UPHENO:8001268
FBbt:00003759	UPHENO:8001269
FBbt:00003760	UPHENO:8001270
FBbt:00003761	UPHENO:8001271
FBbt:00003762	UPHENO:8001272
FBbt:00003763	UPHENO:8001273
FBbt:00003764	UPHENO:8001274
FBbt:00003765	UPHENO:8001275
FBbt:00003766	UPHENO:8001276
FBbt:00003768	UPHENO:8001277
FBbt:00003771	UPHENO:8001278
FBbt:00003776	UPHENO:8001279
FBbt:00003788	UPHENO:8001280
FBbt:00003789	UPHENO:8001281
FBbt:00003808	UPHENO:8001282
FBbt:00003815	UPHENO:8001283
FBbt:00003833	UPHENO:8001284
FBbt:00003852	UPHENO:8001285
FBbt:00003885	UPHENO:8001286
FBbt:00003917	UPHENO:8001287
FBbt:00003921	UPHENO:8001288
FBbt:00003924	UPHENO:8001289
FBbt:00003925	UPHENO:8001290
FBbt:00003932	UPHENO:8001291
FBbt:00003934	UPHENO:8001292
FBbt:00003936	UPHENO:8001293
FBbt:00003937	UPHENO:8001294
FBbt:00003940	UPHENO:8001295
FBbt:00003941	UPHENO:8001296
FBbt:00003942	UPHENO:8001297
FBbt:00003943	UPHENO:8001298
FBbt:00003944	UPHENO:8001299
FBbt:00003946	UPHENO:8001300
FBbt:00003947	UPHENO:8001301
FBbt:00003949	UPHENO:8001302
FBbt:00003951	UPHENO:8001303
FBbt:00003952	UPHENO:8001304
FBbt:00003953	UPHENO:8001305
FBbt:00003954	UPHENO:8001306
FBbt:00003955	UPHENO:8001307
FBbt:00003956	UPHENO:8001308
FBbt:00003957	UPHENO:8001309
FBbt:00003960	UPHENO:8001310
FBbt:00003961	UPHENO:8001311
FBbt:00003963	UPHENO:8001312
FBbt:00003964	UPHENO:8001313
FBbt:00003965	UPHENO:8001314
FBbt:00003968	UPHENO:8001315
FBbt:00003969	UPHENO:8001316
FBbt:00003971	UPHENO:8001317
FBbt:00003972	UPHENO:8001318
FBbt:00003973	UPHENO:8001319
FBbt:00003975	UPHENO:8001320
FBbt:00003976	UPHENO:8001321
FBbt:00003979	UPHENO:8001322
FBbt:00003980	UPHENO:8001323
FBbt:00003985	UPHENO:8001324
FBbt:00003999	UPHENO:8001325
FBbt:00004001	UPHENO:8001326
FBbt:00004011	UPHENO:8001327
FBbt:00004013	UPHENO:8001328
FBbt:00004019	UPHENO:8001329
FBbt:00004020	UPHENO:8001330
FBbt:00004044	UPHENO:8001331
FBbt:00004045	UPHENO:8001332
FBbt:00004046	UPHENO:8001333
FBbt:00004048	UPHENO:8001334
FBbt:00004052	UPHENO:8001335
FBbt:00004054	UPHENO:8001336
FBbt:00004059	UPHENO:8001337
FBbt:00004065	UPHENO:8001338
FBbt:00004074	UPHENO:8001339
FBbt:00004078	UPHENO:8001340
FBbt:00004079	UPHENO:8001341
FBbt:00004080	UPHENO:8001342
FBbt:00004083	UPHENO:8001343
FBbt:00004086	UPHENO:8001344
FBbt:00004092	UPHENO:8001345
FBbt:00004096	UPHENO:8001346
FBbt:00004097	UPHENO:8001347
FBbt:00004101	UPHENO:8001348
FBbt:00004114	UPHENO:8001349
FBbt:00004115	UPHENO:8001350
FBbt:00004116	UPHENO:8001351
FBbt:00004117	UPHENO:8001352
FBbt:00004118	UPHENO:8001353
FBbt:00004119	UPHENO:8001354
FBbt:00004120	UPHENO:8001355
FBbt:00004121	UPHENO:8001356
FBbt:00004122	UPHENO:8001357
FBbt:00004123	UPHENO:8001358
FBbt:00004124	UPHENO:8001359
FBbt:00004126	UPHENO:8001360
FBbt:00004127	UPHENO:8001361
FBbt:00004128	UPHENO:8001362
FBbt:00004129	UPHENO:8001363
FBbt:00004130	UPHENO:8001364
FBbt:00004133	UPHENO:8001365
FBbt:00004146	UPHENO:8001366
FBbt:00004158	UPHENO:8001367
FBbt:00004159	UPHENO:8001368
FBbt:00004160	UPHENO:8001369
FBbt:00004161	UPHENO:8001370
FBbt:00004162	UPHENO:8001371
FBbt:00004164	UPHENO:8001372
FBbt:00004170	UPHENO:8001373
FBbt:00004172	UPHENO:8001374
FBbt:00004173	UPHENO:8001375
FBbt:00004174	UPHENO:8001376
FBbt:00004177	UPHENO:8001377
FBbt:00004178	UPHENO:8001378
FBbt:00004179	UPHENO:8001379
FBbt:00004184	UPHENO:8001380
FBbt:00004191	UPHENO:8001381
FBbt:00004193	UPHENO:8001382
FBbt:00004194	UPHENO:8001383
FBbt:00004195	UPHENO:8001384
FBbt:00004198	UPHENO:8001385
FBbt:00004199	UPHENO:8001386
FBbt:00004200	UPHENO:8001387
FBbt:00004207	UPHENO:8001388
FBbt:00004210	UPHENO:8001389
FBbt:00004211	UPHENO:8001390
FBbt:00004213	UPHENO:8001391
FBbt:00004214	UPHENO:8001392
FBbt:00004215	UPHENO:8001393
FBbt:00004216	UPHENO:8001394
FBbt:00004217	UPHENO:8001395
FBbt:00004218	UPHENO:8001396
FBbt:00004219	UPHENO:8001397
FBbt:00004220	UPHENO:8001398
FBbt:00004221	UPHENO:8001399
FBbt:00004222	UPHENO:8001400
FBbt:00004223	UPHENO:8001401
FBbt:00004224	UPHENO:8001402
FBbt:00004225	UPHENO:8001403
FBbt:00004226	UPHENO:8001404
FBbt:00004227	UPHENO:8001405
FBbt:00004228	UPHENO:8001406
FBbt:00004229	UPHENO:8001407
FBbt:00004230	UPHENO:8001408
FBbt:00004231	UPHENO:8001409
FBbt:00004232	UPHENO:8001410
FBbt:00004233	UPHENO:8001411
FBbt:00004235	UPHENO:8001412
FBbt:00004236	UPHENO:8001413
FBbt:00004237	UPHENO:8001414
FBbt:00004238	UPHENO:8001415
FBbt:00004239	UPHENO:8001416
FBbt:00004241	UPHENO:8001417
FBbt:00004242	UPHENO:8001418
FBbt:00004243	UPHENO:8001419
FBbt:00004244	UPHENO:8001420
FBbt:00004245	UPHENO:8001421
FBbt:00004246	UPHENO:8001422
FBbt:00004249	UPHENO:8001423
FBbt:00004250	UPHENO:8001424
FBbt:00004251	UPHENO:8001425
FBbt:00004252	UPHENO:8001426
FBbt:00004253	UPHENO:8001427
FBbt:00004255	UPHENO:8001428
FBbt:00004259	UPHENO:8001429
FBbt:00004270	UPHENO:8001430
FBbt:00004278	UPHENO:8001431
FBbt:00004279	UPHENO:8001432
FBbt:00004282	UPHENO:8001433
FBbt:00004283	UPHENO:8001434
FBbt:00004286	UPHENO:8001435
FBbt:00004296	UPHENO:8001436
FBbt:00004298	UPHENO:8001437
FBbt:00004299	UPHENO:8001438
FBbt:00004300	UPHENO:8001439
FBbt:00004301	UPHENO:8001440
FBbt:00004302	UPHENO:8001441
FBbt:00004303	UPHENO:8001442
FBbt:00004304	UPHENO:8001443
FBbt:00004305	UPHENO:8001444
FBbt:00004306	UPHENO:8001445
FBbt:00004307	UPHENO:8001446
FBbt:00004308	UPHENO:8001447
FBbt:00004309	UPHENO:8001448
FBbt:00004310	UPHENO:8001449
FBbt:00004311	UPHENO:8001450
FBbt:00004312	UPHENO:8001451
FBbt:00004313	UPHENO:8001452
FBbt:00004314	UPHENO:8001453
FBbt:00004315	UPHENO:8001454
FBbt:00004316	UPHENO:8001455
FBbt:00004317	UPHENO:8001456
FBbt:00004318	UPHENO:8001457
FBbt:00004319	UPHENO:8001458
FBbt:00004320	UPHENO:8001459
FBbt:00004322	UPHENO:8001460
FBbt:00004323	UPHENO:8001461
FBbt:00004326	UPHENO:8001462
FBbt:00004327	UPHENO:8001463
FBbt:00004328	UPHENO:8001464
FBbt:00004329	UPHENO:8001465
FBbt:00004330	UPHENO:8001466
FBbt:00004331	UPHENO:8001467
FBbt:00004332	UPHENO:8001468
FBbt:00004333	UPHENO:8001469
FBbt:00004334	UPHENO:8001470
