anatomy_id	upheno_id
FBbt:00000164	UPHENO:8000105
FBbt:00000165	UPHENO:8000106
FBbt:00000166	UPHENO:8000107
FBbt:00000167	UPHENO:8000108
FBbt:00000168	UPHENO:8000109
FBbt:00000169	UPHENO:8000110
FBbt:00000170	UPHENO:8000111
FBbt:00000171	UPHENO:8000112
FBbt:00000172	UPHENO:8000113
FBbt:00000173	UPHENO:8000114
FBbt:00000174	UPHENO:8000115
FBbt:00000175	UPHENO:8000116
FBbt:00000176	UPHENO:8000117
FBbt:00000177	UPHENO:8000118
FBbt:00000178	UPHENO:8000119
FBbt:00000179	UPHENO:8000120
FBbt:00000180	UPHENO:8000121
FBbt:00000181	UPHENO:8000122
FBbt:00000182	UPHENO:8000123
FBbt:00000183	UPHENO:8000124
FBbt:00000184	UPHENO:8000125
FBbt:00000185	UPHENO:8000126
FBbt:00000186	UPHENO:8000127
FBbt:00000187	UPHENO:8000128
FBbt:00000188	UPHENO:8000129
FBbt:00000190	UPHENO:8000130
FBbt:00000191	UPHENO:8000131
FBbt:00000197	UPHENO:8000132
FBbt:00000199	UPHENO:8000133
FBbt:00000200	UPHENO:8000134
FBbt:00000202	UPHENO:8000135
FBbt:00000203	UPHENO:8000136
FBbt:00000207	UPHENO:8000137
FBbt:00000208	UPHENO:8000138
FBbt:00000211	UPHENO:8000139
FBbt:00000212	UPHENO:8000140
FBbt:00000233	UPHENO:8000141
FBbt:00000234	UPHENO:8000142
FBbt:00000244	UPHENO:8000143
FBbt:00000254	UPHENO:8000144
FBbt:00000265	UPHENO:8000145
FBbt:00000266	UPHENO:8000146
FBbt:00000267	UPHENO:8000147
FBbt:00000268	UPHENO:8000148
FBbt:00000269	UPHENO:8000149
FBbt:00000270	UPHENO:8000150
FBbt:00000271	UPHENO:8000151
FBbt:00000272	UPHENO:8000152
FBbt:00000273	UPHENO:8000153
FBbt:00000274	UPHENO:8000154
FBbt:00000275	UPHENO:8000155
FBbt:00000276	UPHENO:8000156
FBbt:00000296	UPHENO:8000157
FBbt:00000313	UPHENO:8000158
FBbt:00000325	UPHENO:8000159
FBbt:00000326	UPHENO:8000160
FBbt:00000327	UPHENO:8000161
FBbt:00000328	UPHENO:8000162
FBbt:00000329	UPHENO:8000163
FBbt:00000330	UPHENO:8000164
FBbt:00000331	UPHENO:8000165
FBbt:00000332	UPHENO:8000166
FBbt:00000333	UPHENO:8000167
FBbt:00000334	UPHENO:8000168
FBbt:00000335	UPHENO:8000169
FBbt:00000336	UPHENO:8000170
FBbt:00000337	UPHENO:8000171
FBbt:00000338	UPHENO:8000172
FBbt:00000339	UPHENO:8000173
FBbt:00000340	UPHENO:8000174
FBbt:00000372	UPHENO:8000175
FBbt:00000382	UPHENO:8000176
FBbt:00000394	UPHENO:8000177
FBbt:00000395	UPHENO:8000178
FBbt:00000396	UPHENO:8000179
FBbt:00000400	UPHENO:8000180
FBbt:00000406	UPHENO:8000181
FBbt:00000407	UPHENO:8000182
FBbt:00000408	UPHENO:8000183
FBbt:00000424	UPHENO:8000184
FBbt:00000425	UPHENO:8000185
FBbt:00000426	UPHENO:8000186
FBbt:00000434	UPHENO:8000187
FBbt:00000438	UPHENO:8000188
FBbt:00000439	UPHENO:8000189
FBbt:00000440	UPHENO:8000190
FBbt:00000441	UPHENO:8000191
FBbt:00000442	UPHENO:8000192
FBbt:00000443	UPHENO:8000193
FBbt:00000444	UPHENO:8000194
FBbt:00000446	UPHENO:8000195
FBbt:00000449	UPHENO:8000196
FBbt:00000455	UPHENO:8000197
FBbt:00000457	UPHENO:8000198
FBbt:00000458	UPHENO:8000199
FBbt:00000459	UPHENO:8000200
FBbt:00000460	UPHENO:8000201
FBbt:00000462	UPHENO:8000202
FBbt:00000463	UPHENO:8000203
FBbt:00000464	UPHENO:8000204
FBbt:00000465	UPHENO:8000205
FBbt:00000466	UPHENO:8000206
FBbt:00000467	UPHENO:8000207
FBbt:00000468	UPHENO:8000208
FBbt:00000469	UPHENO:8000209
FBbt:00000471	UPHENO:8000210
FBbt:00000472	UPHENO:8000211
FBbt:00000475	UPHENO:8000212
FBbt:00000477	UPHENO:8000213
FBbt:00000479	UPHENO:8000214
FBbt:00000480	UPHENO:8000215
FBbt:00000481	UPHENO:8000216
FBbt:00000482	UPHENO:8000217
FBbt:00000483	UPHENO:8000218
FBbt:00000487	UPHENO:8000219
FBbt:00000489	UPHENO:8000220
FBbt:00000503	UPHENO:8000221
FBbt:00000504	UPHENO:8000222
FBbt:00000509	UPHENO:8000223
FBbt:00000523	UPHENO:8000224
FBbt:00000525	UPHENO:8000225
FBbt:00000526	UPHENO:8000226
FBbt:00000529	UPHENO:8000227
FBbt:00000530	UPHENO:8000228
FBbt:00000535	UPHENO:8000229
FBbt:00000538	UPHENO:8000230
FBbt:00000540	UPHENO:8000231
FBbt:00000541	UPHENO:8000232
FBbt:00000542	UPHENO:8000233
FBbt:00000543	UPHENO:8000234
FBbt:00000544	UPHENO:8000235
FBbt:00000547	UPHENO:8000236
FBbt:00000548	UPHENO:8000237
FBbt:00000549	UPHENO:8000238
FBbt:00000555	UPHENO:8000239
FBbt:00000557	UPHENO:8000240
FBbt:00000558	UPHENO:8000241
FBbt:00000560	UPHENO:8000242
FBbt:00000563	UPHENO:8000243
FBbt:00000564	UPHENO:8000244
FBbt:00000569	UPHENO:8000245
FBbt:00000570	UPHENO:8000246
FBbt:00000571	UPHENO:8000247
FBbt:00000572	UPHENO:8000248
FBbt:00000573	UPHENO:8000249
FBbt:00000575	UPHENO:8000250
FBbt:00000576	UPHENO:8000251
FBbt:00000577	UPHENO:8000252
FBbt:00000578	UPHENO:8000253
FBbt:00000579	UPHENO:8000254
FBbt:00000583	UPHENO:8000255
FBbt:00000584	UPHENO:8000256
FBbt:00000590	UPHENO:8000257
FBbt:00000591	UPHENO:8000258
FBbt:00000592	UPHENO:8000259
FBbt:00000593	UPHENO:8000260
FBbt:00000595	UPHENO:8000261
FBbt:00000597	UPHENO:8000262
FBbt:00000600	UPHENO:8000263
FBbt:00000601	UPHENO:8000264
FBbt:00000602	UPHENO:8000265
FBbt:00000603	UPHENO:8000266
FBbt:00000604	UPHENO:8000267
FBbt:00000605	UPHENO:8000268
FBbt:00000606	UPHENO:8000269
FBbt:00000608	UPHENO:8000270
FBbt:00000609	UPHENO:8000271
FBbt:00000610	UPHENO:8000272
FBbt:00000611	UPHENO:8000273
FBbt:00000612	UPHENO:8000274
FBbt:00000613	UPHENO:8000275
FBbt:00000615	UPHENO:8000276
FBbt:00000616	UPHENO:8000277
FBbt:00000617	UPHENO:8000278
FBbt:00000618	UPHENO:8000279
FBbt:00000620	UPHENO:8000280
FBbt:00000621	UPHENO:8000281
FBbt:00000622	UPHENO:8000282
FBbt:00000625	UPHENO:8000283
FBbt:00000626	UPHENO:8000284
FBbt:00000627	UPHENO:8000285
FBbt:00000628	UPHENO:8000286
FBbt:00000629	UPHENO:8000287
FBbt:00000630	UPHENO:8000288
FBbt:00000632	UPHENO:8000289
FBbt:00000640	UPHENO:8000290
FBbt:00000642	UPHENO:8000291
FBbt:00000644	UPHENO:8000292
FBbt:00000645	UPHENO:8000293
FBbt:00000646	UPHENO:8000294
FBbt:00000649	UPHENO:8000295
FBbt:00000650	UPHENO:8000296
FBbt:00000651	UPHENO:8000297
FBbt:00000652	UPHENO:8000298
FBbt:00000654	UPHENO:8000299
FBbt:00000655	UPHENO:8000300
FBbt:00000658	UPHENO:8000301
FBbt:00000661	UPHENO:8000302
FBbt:00000662	UPHENO:8000303
FBbt:00000665	UPHENO:8000304
FBbt:00000666	UPHENO:8000305
FBbt:00000667	UPHENO:8000306
FBbt:00000668	UPHENO:8000307
FBbt:00000669	UPHENO:8000308
FBbt:00000670	UPHENO:8000309
FBbt:00000673	UPHENO:8000310
FBbt:00000674	UPHENO:8000311
FBbt:00000675	UPHENO:8000312
FBbt:00000676	UPHENO:8000313
FBbt:00000677	UPHENO:8000314
FBbt:00000678	UPHENO:8000315
FBbt:00000685	UPHENO:8000316
FBbt:00000686	UPHENO:8000317
FBbt:00000687	UPHENO:8000318
FBbt:00000689	UPHENO:8000319
FBbt:00000690	UPHENO:8000320
FBbt:00000691	UPHENO:8000321
FBbt:00000694	UPHENO:8000322
FBbt:00000695	UPHENO:8000323
FBbt:00000696	UPHENO:8000324
FBbt:00000697	UPHENO:8000325
FBbt:00000698	UPHENO:8000326
FBbt:00000700	UPHENO:8000327
FBbt:00000701	UPHENO:8000328
FBbt:00000702	UPHENO:8000329
FBbt:00000703	UPHENO:8000330
FBbt:00000704	UPHENO:8000331
FBbt:00000705	UPHENO:8000332
FBbt:00000706	UPHENO:8000333
FBbt:00000707	UPHENO:8000334
FBbt:00000710	UPHENO:8000335
FBbt:00000711	UPHENO:8000336
FBbt:00000712	UPHENO:8000337
FBbt:00000713	UPHENO:8000338
FBbt:00000714	UPHENO:8000339
FBbt:00000715	UPHENO:8000340
FBbt:00000716	UPHENO:8000341
FBbt:00000719	UPHENO:8000342
FBbt:00000720	UPHENO:8000343
FBbt:00000721	UPHENO:8000344
FBbt:00000722	UPHENO:8000345
FBbt:00000723	UPHENO:8000346
FBbt:00000724	UPHENO:8000347
FBbt:00000730	UPHENO:8000348
FBbt:00000731	UPHENO:8000349
FBbt:00000732	UPHENO:8000350
FBbt:00000734	UPHENO:8000351
FBbt:00000735	UPHENO:8000352
FBbt:00000736	UPHENO:8000353
FBbt:00000739	UPHENO:8000354
FBbt:00000740	UPHENO:8000355
FBbt:00000741	UPHENO:8000356
FBbt:00000742	UPHENO:8000357
FBbt:00000743	UPHENO:8000358
FBbt:00000745	UPHENO:8000359
FBbt:00000746	UPHENO:8000360
FBbt:00000747	UPHENO:8000361
FBbt:00000748	UPHENO:8000362
FBbt:00000749	UPHENO:8000363
FBbt:00000750	UPHENO:8000364
FBbt:00000751	UPHENO:8000365
FBbt:00000752	UPHENO:8000366
FBbt:00000755	UPHENO:8000367
FBbt:00000756	UPHENO:8000368
FBbt:00000757	UPHENO:8000369
FBbt:00000758	UPHENO:8000370
FBbt:00000759	UPHENO:8000371
FBbt:00000760	UPHENO:8000372
FBbt:00000761	UPHENO:8000373
FBbt:00000764	UPHENO:8000374
FBbt:00000766	UPHENO:8000375
FBbt:00000767	UPHENO:8000376
FBbt:00000768	UPHENO:8000377
FBbt:00000769	UPHENO:8000378
FBbt:00000772	UPHENO:8000379
FBbt:00000775	UPHENO:8000380
FBbt:00000776	UPHENO:8000381
FBbt:00000777	UPHENO:8000382
FBbt:00000779	UPHENO:8000383
FBbt:00000780	UPHENO:8000384
FBbt:00000781	UPHENO:8000385
FBbt:00000784	UPHENO:8000386
FBbt:00000785	UPHENO:8000387
FBbt:00000786	UPHENO:8000388
FBbt:00000787	UPHENO:8000389
FBbt:00000788	UPHENO:8000390
FBbt:00000790	UPHENO:8000391
FBbt:00000791	UPHENO:8000392
FBbt:00000792	UPHENO:8000393
FBbt:00000793	UPHENO:8000394
FBbt:00000794	UPHENO:8000395
FBbt:00000795	UPHENO:8000396
FBbt:00000796	UPHENO:8000397
FBbt:00000797	UPHENO:8000398
FBbt:00000800	UPHENO:8000399
FBbt:00000801	UPHENO:8000400
FBbt:00000802	UPHENO:8000401
FBbt:00000803	UPHENO:8000402
FBbt:00000804	UPHENO:8000403
FBbt:00000805	UPHENO:8000404
FBbt:00000806	UPHENO:8000405
FBbt:00000809	UPHENO:8000406
FBbt:00000811	UPHENO:8000407
FBbt:00000812	UPHENO:8000408
FBbt:00000813	UPHENO:8000409
FBbt:00000814	UPHENO:8000410
FBbt:00000817	UPHENO:8000411
FBbt:00000820	UPHENO:8000412
FBbt:00000821	UPHENO:8000413
FBbt:00000822	UPHENO:8000414
FBbt:00000824	UPHENO:8000415
FBbt:00000825	UPHENO:8000416
FBbt:00000826	UPHENO:8000417
FBbt:00000829	UPHENO:8000418
FBbt:00000830	UPHENO:8000419
FBbt:00000831	UPHENO:8000420
FBbt:00000832	UPHENO:8000421
FBbt:00000833	UPHENO:8000422
FBbt:00000835	UPHENO:8000423
FBbt:00000836	UPHENO:8000424
FBbt:00000837	UPHENO:8000425
FBbt:00000838	UPHENO:8000426
FBbt:00000839	UPHENO:8000427
FBbt:00000840	UPHENO:8000428
FBbt:00000841	UPHENO:8000429
FBbt:00000842	UPHENO:8000430
FBbt:00000845	UPHENO:8000431
FBbt:00000846	UPHENO:8000432
FBbt:00000847	UPHENO:8000433
FBbt:00000848	UPHENO:8000434
FBbt:00000849	UPHENO:8000435
FBbt:00000850	UPHENO:8000436
FBbt:00000851	UPHENO:8000437
FBbt:00000854	UPHENO:8000438
FBbt:00000856	UPHENO:8000439
FBbt:00000857	UPHENO:8000440
FBbt:00000858	UPHENO:8000441
FBbt:00000859	UPHENO:8000442
FBbt:00000865	UPHENO:8000443
FBbt:00000866	UPHENO:8000444
FBbt:00000867	UPHENO:8000445
FBbt:00000869	UPHENO:8000446
FBbt:00000870	UPHENO:8000447
FBbt:00000871	UPHENO:8000448
FBbt:00000874	UPHENO:8000449
FBbt:00000875	UPHENO:8000450
FBbt:00000876	UPHENO:8000451
FBbt:00000877	UPHENO:8000452
FBbt:00000878	UPHENO:8000453
FBbt:00000880	UPHENO:8000454
FBbt:00000881	UPHENO:8000455
FBbt:00000882	UPHENO:8000456
FBbt:00000883	UPHENO:8000457
FBbt:00000884	UPHENO:8000458
FBbt:00000885	UPHENO:8000459
FBbt:00000886	UPHENO:8000460
FBbt:00000887	UPHENO:8000461
FBbt:00000890	UPHENO:8000462
FBbt:00000891	UPHENO:8000463
FBbt:00000892	UPHENO:8000464
FBbt:00000893	UPHENO:8000465
FBbt:00000894	UPHENO:8000466
FBbt:00000895	UPHENO:8000467
FBbt:00000896	UPHENO:8000468
FBbt:00000899	UPHENO:8000469
FBbt:00000901	UPHENO:8000470
FBbt:00000902	UPHENO:8000471
FBbt:00000903	UPHENO:8000472
FBbt:00000904	UPHENO:8000473
FBbt:00000910	UPHENO:8000474
FBbt:00000911	UPHENO:8000475
FBbt:00000912	UPHENO:8000476
FBbt:00000914	UPHENO:8000477
FBbt:00000915	UPHENO:8000478
FBbt:00000916	UPHENO:8000479
FBbt:00000919	UPHENO:8000480
FBbt:00000920	UPHENO:8000481
FBbt:00000921	UPHENO:8000482
FBbt:00000922	UPHENO:8000483
FBbt:00000923	UPHENO:8000484
FBbt:00000925	UPHENO:8000485
FBbt:00000926	UPHENO:8000486
FBbt:00000927	UPHENO:8000487
FBbt:00000928	UPHENO:8000488
FBbt:00000929	UPHENO:8000489
FBbt:00000930	UPHENO:8000490
FBbt:00000931	UPHENO:8000491
FBbt:00000932	UPHENO:8000492
FBbt:00000935	UPHENO:8000493
FBbt:00000936	UPHENO:8000494
FBbt:00000937	UPHENO:8000495
FBbt:00000938	UPHENO:8000496
FBbt:00000939	UPHENO:8000497
FBbt:00000940	UPHENO:8000498
FBbt:00000941	UPHENO:8000499
FBbt:00000944	UPHENO:8000500
FBbt:00000946	UPHENO:8000501
FBbt:00000947	UPHENO:8000502
FBbt:00000948	UPHENO:8000503
FBbt:00000949	UPHENO:8000504
FBbt:00000955	UPHENO:8000505
FBbt:00000956	UPHENO:8000506
FBbt:00000969	UPHENO:8000507
FBbt:00000974	UPHENO:8000508
FBbt:00001005	UPHENO:8000509
FBbt:00001035	UPHENO:8000510
FBbt:00001040	UPHENO:8000511
FBbt:00001051	UPHENO:8000512
FBbt:00001053	UPHENO:8000513
FBbt:00001055	UPHENO:8000514
FBbt:00001056	UPHENO:8000515
FBbt:00001057	UPHENO:8000516
FBbt:00001059	UPHENO:8000517
FBbt:00001060	UPHENO:8000518
FBbt:00001061	UPHENO:8000519
FBbt:00001063	UPHENO:8000520
FBbt:00001064	UPHENO:8000521
FBbt:00001065	UPHENO:8000522
FBbt:00001066	UPHENO:8000523
FBbt:00001067	UPHENO:8000524
FBbt:00001068	UPHENO:8000525
FBbt:00001069	UPHENO:8000526
FBbt:00001082	UPHENO:8000527
FBbt:00001086	UPHENO:8000528
FBbt:00001087	UPHENO:8000529
FBbt:00001102	UPHENO:8000530
FBbt:00001103	UPHENO:8000531
FBbt:00001104	UPHENO:8000532
FBbt:00001105	UPHENO:8000533
FBbt:00001111	UPHENO:8000534
FBbt:00001112	UPHENO:8000535
FBbt:00001113	UPHENO:8000536
FBbt:00001114	UPHENO:8000537
FBbt:00001115	UPHENO:8000538
FBbt:00001116	UPHENO:8000539
FBbt:00001117	UPHENO:8000540
FBbt:00001118	UPHENO:8000541
FBbt:00001120	UPHENO:8000542
FBbt:00001126	UPHENO:8000543
FBbt:00001127	UPHENO:8000544
FBbt:00001128	UPHENO:8000545
FBbt:00001129	UPHENO:8000546
FBbt:00001130	UPHENO:8000547
FBbt:00001131	UPHENO:8000548
FBbt:00001132	UPHENO:8000549
FBbt:00001133	UPHENO:8000550
FBbt:00001134	UPHENO:8000551
FBbt:00001135	UPHENO:8000552
FBbt:00001137	UPHENO:8000553
FBbt:00001139	UPHENO:8000554
FBbt:00001172	UPHENO:8000555
FBbt:00001190	UPHENO:8000556
FBbt:00001204	UPHENO:8000557
FBbt:00001220	UPHENO:8000558
FBbt:00001247	UPHENO:8000559
FBbt:00001251	UPHENO:8000560
FBbt:00001252	UPHENO:8000561
FBbt:00001253	UPHENO:8000562
FBbt:00001256	UPHENO:8000563
FBbt:00001258	UPHENO:8000564
FBbt:00001259	UPHENO:8000565
FBbt:00001268	UPHENO:8000566
FBbt:00001276	UPHENO:8000567
FBbt:00001277	UPHENO:8000568
FBbt:00001289	UPHENO:8000569
FBbt:00001298	UPHENO:8000570
FBbt:00001299	UPHENO:8000571
FBbt:00001300	UPHENO:8000572
FBbt:00001303	UPHENO:8000573
FBbt:00001304	UPHENO:8000574
FBbt:00001306	UPHENO:8000575
FBbt:00001311	UPHENO:8000576
FBbt:00001312	UPHENO:8000577
FBbt:00001314	UPHENO:8000578
FBbt:00001315	UPHENO:8000579
FBbt:00001317	UPHENO:8000580
FBbt:00001318	UPHENO:8000581
FBbt:00001320	UPHENO:8000582
FBbt:00001321	UPHENO:8000583
FBbt:00001328	UPHENO:8000584
FBbt:00001329	UPHENO:8000585
FBbt:00001330	UPHENO:8000586
FBbt:00001331	UPHENO:8000587
FBbt:00001332	UPHENO:8000588
FBbt:00001333	UPHENO:8000589
FBbt:00001334	UPHENO:8000590
FBbt:00001367	UPHENO:8000591
FBbt:00001369	UPHENO:8000592
FBbt:00001370	UPHENO:8000593
FBbt:00001371	UPHENO:8000594
FBbt:00001373	UPHENO:8000595
FBbt:00001374	UPHENO:8000596
FBbt:00001375	UPHENO:8000597
FBbt:00001376	UPHENO:8000598
FBbt:00001377	UPHENO:8000599
FBbt:00001378	UPHENO:8000600
FBbt:00001380	UPHENO:8000601
FBbt:00001381	UPHENO:8000602
FBbt:00001382	UPHENO:8000603
FBbt:00001383	UPHENO:8000604
FBbt:00001385	UPHENO:8000605
FBbt:00001388	UPHENO:8000606
FBbt:00001389	UPHENO:8000607
FBbt:00001390	UPHENO:8000608
FBbt:00001391	UPHENO:8000609
FBbt:00001392	UPHENO:8000610
FBbt:00001393	UPHENO:8000611
FBbt:00001394	UPHENO:8000612
FBbt:00001397	UPHENO:8000613
FBbt:00001398	UPHENO:8000614
FBbt:00001399	UPHENO:8000615
FBbt:00001400	UPHENO:8000616
FBbt:00001401	UPHENO:8000617
FBbt:00001409	UPHENO:8000618
FBbt:00001410	UPHENO:8000619
FBbt:00001411	UPHENO:8000620
FBbt:00001413	UPHENO:8000621
FBbt:00001415	UPHENO:8000622
FBbt:00001416	UPHENO:8000623
FBbt:00001419	UPHENO:8000624
FBbt:00001420	UPHENO:8000625
FBbt:00001421	UPHENO:8000626
FBbt:00001422	UPHENO:8000627
FBbt:00001423	UPHENO:8000628
FBbt:00001424	UPHENO:8000629
FBbt:00001425	UPHENO:8000630
FBbt:00001426	UPHENO:8000631
FBbt:00001427	UPHENO:8000632
FBbt:00001428	UPHENO:8000633
FBbt:00001433	UPHENO:8000634
FBbt:00001434	UPHENO:8000635
FBbt:00001438	UPHENO:8000636
FBbt:00001439	UPHENO:8000637
FBbt:00001446	UPHENO:8000638
FBbt:00001447	UPHENO:8000639
FBbt:00001448	UPHENO:8000640
FBbt:00001449	UPHENO:8000641
FBbt:00001450	UPHENO:8000642
FBbt:00001451	UPHENO:8000643
FBbt:00001452	UPHENO:8000644
FBbt:00001453	UPHENO:8000645
FBbt:00001454	UPHENO:8000646
FBbt:00001455	UPHENO:8000647
FBbt:00001456	UPHENO:8000648
FBbt:00001457	UPHENO:8000649
FBbt:00001518	UPHENO:8000650
FBbt:00001519	UPHENO:8000651
FBbt:00001564	UPHENO:8000652
FBbt:00001567	UPHENO:8000653
FBbt:00001568	UPHENO:8000654
FBbt:00001572	UPHENO:8000655
FBbt:00001579	UPHENO:8000656
FBbt:00001582	UPHENO:8000657
FBbt:00001583	UPHENO:8000658
FBbt:00001584	UPHENO:8000659
FBbt:00001585	UPHENO:8000660
FBbt:00001586	UPHENO:8000661
FBbt:00001590	UPHENO:8000662
FBbt:00001592	UPHENO:8000663
FBbt:00001596	UPHENO:8000664
FBbt:00001597	UPHENO:8000665
FBbt:00001598	UPHENO:8000666
FBbt:00001599	UPHENO:8000667
FBbt:00001602	UPHENO:8000668
FBbt:00001603	UPHENO:8000669
FBbt:00001606	UPHENO:8000670
FBbt:00001616	UPHENO:8000671
FBbt:00001617	UPHENO:8000672
FBbt:00001618	UPHENO:8000673
FBbt:00001626	UPHENO:8000674
FBbt:00001641	UPHENO:8000675
FBbt:00001642	UPHENO:8000676
FBbt:00001643	UPHENO:8000677
FBbt:00001644	UPHENO:8000678
FBbt:00001647	UPHENO:8000679
FBbt:00001652	UPHENO:8000680
FBbt:00001655	UPHENO:8000681
FBbt:00001657	UPHENO:8000682
FBbt:00001659	UPHENO:8000683
FBbt:00001661	UPHENO:8000684
FBbt:00001662	UPHENO:8000685
FBbt:00001665	UPHENO:8000686
FBbt:00001666	UPHENO:8000687
FBbt:00001667	UPHENO:8000688
FBbt:00001668	UPHENO:8000689
FBbt:00001669	UPHENO:8000690
FBbt:00001670	UPHENO:8000691
FBbt:00001671	UPHENO:8000692
FBbt:00001672	UPHENO:8000693
FBbt:00001673	UPHENO:8000694
FBbt:00001674	UPHENO:8000695
FBbt:00001675	UPHENO:8000696
FBbt:00001677	UPHENO:8000697
FBbt:00001683	UPHENO:8000698
FBbt:00001684	UPHENO:8000699
FBbt:00001685	UPHENO:8000700
FBbt:00001687	UPHENO:8000701
FBbt:00001689	UPHENO:8000702
FBbt:00001690	UPHENO:8000703
FBbt:00001693	UPHENO:8000704
FBbt:00001694	UPHENO:8000705
FBbt:00001703	UPHENO:8000706
FBbt:00001704	UPHENO:8000707
FBbt:00001717	UPHENO:8000708
FBbt:00001722	UPHENO:8000709
FBbt:00001724	UPHENO:8000710
FBbt:00001725	UPHENO:8000711
FBbt:00001726	UPHENO:8000712
FBbt:00001727	UPHENO:8000713
FBbt:00001729	UPHENO:8000714
FBbt:00001730	UPHENO:8000715
FBbt:00001732	UPHENO:8000716
FBbt:00001740	UPHENO:8000717
FBbt:00001741	UPHENO:8000718
FBbt:00001743	UPHENO:8000719
FBbt:00001744	UPHENO:8000720
FBbt:00001745	UPHENO:8000721
FBbt:00001746	UPHENO:8000722
FBbt:00001747	UPHENO:8000723
FBbt:00001748	UPHENO:8000724
FBbt:00001749	UPHENO:8000725
FBbt:00001750	UPHENO:8000726
FBbt:00001751	UPHENO:8000727
FBbt:00001752	UPHENO:8000728
FBbt:00001753	UPHENO:8000729
FBbt:00001754	UPHENO:8000730
FBbt:00001755	UPHENO:8000731
FBbt:00001756	UPHENO:8000732
FBbt:00001757	UPHENO:8000733
FBbt:00001758	UPHENO:8000734
